processing_time,total_target_area,total_target_area_length,vert_count,test_type,output_prefix
0.018224,495.479,93.902,220,InwardDistributed,david-scaled_outline_mesh0_z59500
0.0821972,495.479,93.902,220,naive,david-scaled_outline_mesh0_z59500
0.0236831,474.329,87.952,204,InwardDistributed,david-scaled_outline_mesh0_z59700
0.072839,474.329,87.952,204,naive,david-scaled_outline_mesh0_z59700
0.0166938,456.651,87.596,199,InwardDistributed,david-scaled_outline_mesh0_z59900
0.082046,456.651,87.596,199,naive,david-scaled_outline_mesh0_z59900
0.016855,436.24,86.579,201,InwardDistributed,david-scaled_outline_mesh0_z60100
0.0812891,436.24,86.579,201,naive,david-scaled_outline_mesh0_z60100
0.0159049,417.657,85.828,198,InwardDistributed,david-scaled_outline_mesh0_z60300
0.0853848,417.657,85.828,198,naive,david-scaled_outline_mesh0_z60300
0.016022,400.11,83.608,196,InwardDistributed,david-scaled_outline_mesh0_z60500
0.0782959,400.11,83.608,196,naive,david-scaled_outline_mesh0_z60500
0.0149281,380.048,87.331,202,InwardDistributed,david-scaled_outline_mesh0_z60700
0.0696399,380.048,87.331,202,naive,david-scaled_outline_mesh0_z60700
0.0150969,356.005,86.545,212,InwardDistributed,david-scaled_outline_mesh0_z60900
0.0649378,356.005,86.545,212,naive,david-scaled_outline_mesh0_z60900
0.00648594,479.97,81.023,136,InwardDistributed,david-scaled_outline_mesh0_z6100
0.0354929,479.97,81.023,136,naive,david-scaled_outline_mesh0_z6100
0.0214891,332.536,81.228,196,InwardDistributed,david-scaled_outline_mesh0_z61100
0.059782,332.536,81.228,196,naive,david-scaled_outline_mesh0_z61100
0.011837,307.88,84.975,215,InwardDistributed,david-scaled_outline_mesh0_z61300
0.052999,307.88,84.975,215,naive,david-scaled_outline_mesh0_z61300
0.00912189,283.488,81.434,196,InwardDistributed,david-scaled_outline_mesh0_z61500
0.045049,283.488,81.434,196,naive,david-scaled_outline_mesh0_z61500
0.00833011,260.753,76.824,181,InwardDistributed,david-scaled_outline_mesh0_z61700
0.0347281,260.753,76.824,181,naive,david-scaled_outline_mesh0_z61700
0.0173101,239.072,76.41,178,InwardDistributed,david-scaled_outline_mesh0_z61900
0.0269201,239.072,76.41,178,naive,david-scaled_outline_mesh0_z61900
0.00779295,216.785,73.339,176,InwardDistributed,david-scaled_outline_mesh0_z62100
0.0284109,216.785,73.339,176,naive,david-scaled_outline_mesh0_z62100
0.00722599,195.509,67.557,159,InwardDistributed,david-scaled_outline_mesh0_z62300
0.023387,195.509,67.557,159,naive,david-scaled_outline_mesh0_z62300
0.009835,174.648,63.245,153,InwardDistributed,david-scaled_outline_mesh0_z62500
0.017766,174.648,63.245,153,naive,david-scaled_outline_mesh0_z62500
0.00930119,153.376,59.655,144,InwardDistributed,david-scaled_outline_mesh0_z62700
0.0173039,153.376,59.655,144,naive,david-scaled_outline_mesh0_z62700
0.00854588,130.784,55.309,136,InwardDistributed,david-scaled_outline_mesh0_z62900
0.010627,130.784,55.309,136,naive,david-scaled_outline_mesh0_z62900
0.0100281,485.364,81.682,136,InwardDistributed,david-scaled_outline_mesh0_z6300
0.0308778,485.364,81.682,136,naive,david-scaled_outline_mesh0_z6300
0.00471711,105.516,48.65,125,InwardDistributed,david-scaled_outline_mesh0_z63100
0.0097971,105.516,48.65,125,naive,david-scaled_outline_mesh0_z63100
0.00366211,83.5404,39.38,96,InwardDistributed,david-scaled_outline_mesh0_z63300
0.00468302,83.5404,39.38,96,naive,david-scaled_outline_mesh0_z63300
0.00286508,65.954,33.817,81,InwardDistributed,david-scaled_outline_mesh0_z63500
0.00335479,65.954,33.817,81,naive,david-scaled_outline_mesh0_z63500
0.00250602,51.1542,29.553,72,InwardDistributed,david-scaled_outline_mesh0_z63700
0.00198388,51.1542,29.553,72,naive,david-scaled_outline_mesh0_z63700
0.00198102,38.71,25.387,58,InwardDistributed,david-scaled_outline_mesh0_z63900
0.001266,38.71,25.387,58,naive,david-scaled_outline_mesh0_z63900
0.00276208,28.7847,22.342,49,InwardDistributed,david-scaled_outline_mesh0_z64100
0.00129294,28.7847,22.342,49,naive,david-scaled_outline_mesh0_z64100
0.00157714,19.6877,18.671,45,InwardDistributed,david-scaled_outline_mesh0_z64300
0.000476837,19.6877,18.671,45,naive,david-scaled_outline_mesh0_z64300
0.00142694,10.5199,14.943,49,InwardDistributed,david-scaled_outline_mesh0_z64500
0.000316858,10.5199,14.943,49,naive,david-scaled_outline_mesh0_z64500
0.00128913,2.36091,5.827,21,InwardDistributed,david-scaled_outline_mesh0_z64700
0.000123978,2.36091,5.827,21,naive,david-scaled_outline_mesh0_z64700
0.00925207,490.326,82.295,143,InwardDistributed,david-scaled_outline_mesh0_z6500
0.0361819,490.326,82.295,143,naive,david-scaled_outline_mesh0_z6500
0.00711703,494.919,82.887,140,InwardDistributed,david-scaled_outline_mesh0_z6700
0.037318,494.919,82.887,140,naive,david-scaled_outline_mesh0_z6700
0.0067358,499.415,83.437,140,InwardDistributed,david-scaled_outline_mesh0_z6900
0.038583,499.415,83.437,140,naive,david-scaled_outline_mesh0_z6900
0.00503588,543.228,91.19,111,InwardDistributed,david-scaled_outline_mesh0_z700
0.0180118,543.228,91.19,111,naive,david-scaled_outline_mesh0_z700
0.0147679,503.471,83.977,139,InwardDistributed,david-scaled_outline_mesh0_z7100
0.044245,503.471,83.977,139,naive,david-scaled_outline_mesh0_z7100
0.00708294,507.384,84.528,143,InwardDistributed,david-scaled_outline_mesh0_z7300
0.044054,507.384,84.528,143,naive,david-scaled_outline_mesh0_z7300
0.00746703,510.841,85.041,138,InwardDistributed,david-scaled_outline_mesh0_z7500
0.0467532,510.841,85.041,138,naive,david-scaled_outline_mesh0_z7500
0.0066781,514.126,85.569,133,InwardDistributed,david-scaled_outline_mesh0_z7700
0.0472941,514.126,85.569,133,naive,david-scaled_outline_mesh0_z7700
0.00694203,517.074,86.034,133,InwardDistributed,david-scaled_outline_mesh0_z7900
0.053576,517.074,86.034,133,naive,david-scaled_outline_mesh0_z7900
0.00689602,519.715,86.484,138,InwardDistributed,david-scaled_outline_mesh0_z8100
0.049479,519.715,86.484,138,naive,david-scaled_outline_mesh0_z8100
0.00701594,522.353,86.909,141,InwardDistributed,david-scaled_outline_mesh0_z8300
0.047302,522.353,86.909,141,naive,david-scaled_outline_mesh0_z8300
0.00763392,525.028,87.327,144,InwardDistributed,david-scaled_outline_mesh0_z8500
0.069371,525.028,87.327,144,naive,david-scaled_outline_mesh0_z8500
0.0113151,527.688,87.737,145,InwardDistributed,david-scaled_outline_mesh0_z8700
0.037328,527.688,87.737,145,naive,david-scaled_outline_mesh0_z8700
0.00737691,530.275,88.16,145,InwardDistributed,david-scaled_outline_mesh0_z8900
0.060735,530.275,88.16,145,naive,david-scaled_outline_mesh0_z8900
0.00500488,541.392,91.086,113,InwardDistributed,david-scaled_outline_mesh0_z900
0.0154281,541.392,91.086,113,naive,david-scaled_outline_mesh0_z900
0.00889492,533.234,88.635,149,InwardDistributed,david-scaled_outline_mesh0_z9100
0.0504479,533.234,88.635,149,naive,david-scaled_outline_mesh0_z9100
0.00780106,536.387,89.108,145,InwardDistributed,david-scaled_outline_mesh0_z9300
0.063834,536.387,89.108,145,naive,david-scaled_outline_mesh0_z9300
0.00838208,539.745,89.597,153,InwardDistributed,david-scaled_outline_mesh0_z9500
0.059767,539.745,89.597,153,naive,david-scaled_outline_mesh0_z9500
0.00886202,543.162,90.134,157,InwardDistributed,david-scaled_outline_mesh0_z9700
0.060292,543.162,90.134,157,naive,david-scaled_outline_mesh0_z9700
0.0084691,546.541,90.779,155,InwardDistributed,david-scaled_outline_mesh0_z9900
0.0624311,546.541,90.779,155,naive,david-scaled_outline_mesh0_z9900
0.0154231,2177.82,593.908,213,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z100
0.0482521,2177.82,593.908,213,naive,Decking-Fixture--rotated_outline_mesh0_z100
0.0174849,3422.71,645.202,220,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z10100
0.0623281,3422.71,645.202,220,naive,Decking-Fixture--rotated_outline_mesh0_z10100
0.017143,3406.42,644.692,218,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z10300
0.0618739,3406.42,644.692,218,naive,Decking-Fixture--rotated_outline_mesh0_z10300
0.016871,3392.54,644.256,216,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z10500
0.0634699,3392.54,644.256,216,naive,Decking-Fixture--rotated_outline_mesh0_z10500
0.0171559,3380.6,643.871,216,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z10700
0.055532,3380.6,643.871,216,naive,Decking-Fixture--rotated_outline_mesh0_z10700
0.0174589,3370.16,643.548,218,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z10900
0.0605669,3370.16,643.548,218,naive,Decking-Fixture--rotated_outline_mesh0_z10900
0.0181479,3052.16,584.133,211,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z1100
0.0835431,3052.16,584.133,211,naive,Decking-Fixture--rotated_outline_mesh0_z1100
0.0168269,3361.16,643.281,217,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z11100
0.061322,3361.16,643.281,217,naive,Decking-Fixture--rotated_outline_mesh0_z11100
0.0170588,3353.5,643.037,216,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z11300
0.0598769,3353.5,643.037,216,naive,Decking-Fixture--rotated_outline_mesh0_z11300
0.0169921,3346.9,642.841,216,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z11500
0.0581951,3346.9,642.841,216,naive,Decking-Fixture--rotated_outline_mesh0_z11500
0.0171211,3341.74,642.677,216,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z11700
0.0579231,3341.74,642.677,216,naive,Decking-Fixture--rotated_outline_mesh0_z11700
0.0171962,3337.5,642.532,221,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z11900
0.059185,3337.5,642.532,221,naive,Decking-Fixture--rotated_outline_mesh0_z11900
0.0170059,3334.08,642.431,222,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z12100
0.0603619,3334.08,642.431,222,naive,Decking-Fixture--rotated_outline_mesh0_z12100
0.0173109,3331.61,642.362,222,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z12300
0.0574622,3331.61,642.362,222,naive,Decking-Fixture--rotated_outline_mesh0_z12300
0.017144,3330.03,642.316,219,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z12500
0.0612681,3330.03,642.316,219,naive,Decking-Fixture--rotated_outline_mesh0_z12500
0.0223322,3328.97,642.289,215,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z12700
0.045105,3328.97,642.289,215,naive,Decking-Fixture--rotated_outline_mesh0_z12700
0.016253,2797.15,646.38,217,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z12900
0.053333,2797.15,646.38,217,naive,Decking-Fixture--rotated_outline_mesh0_z12900
0.018085,3128.54,583.501,202,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z1300
0.0807681,3128.54,583.501,202,naive,Decking-Fixture--rotated_outline_mesh0_z1300
0.0164571,2798.7,646.429,219,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z13100
0.0524971,2798.7,646.429,219,naive,Decking-Fixture--rotated_outline_mesh0_z13100
0.0200779,2800.92,646.492,219,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z13300
0.048218,2800.92,646.492,219,naive,Decking-Fixture--rotated_outline_mesh0_z13300
0.0165811,2804.33,646.599,222,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z13500
0.054518,2804.33,646.599,222,naive,Decking-Fixture--rotated_outline_mesh0_z13500
0.0165229,2808.77,646.734,218,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z13700
0.0543399,2808.77,646.734,218,naive,Decking-Fixture--rotated_outline_mesh0_z13700
0.0198832,2813.82,646.897,220,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z13900
0.0533409,2813.82,646.897,220,naive,Decking-Fixture--rotated_outline_mesh0_z13900
0.0166731,2820.56,647.1,222,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z14100
0.0556402,2820.56,647.1,222,naive,Decking-Fixture--rotated_outline_mesh0_z14100
0.0165248,2828.37,647.339,220,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z14300
0.0530181,2828.37,647.339,220,naive,Decking-Fixture--rotated_outline_mesh0_z14300
0.016782,2836.93,647.617,222,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z14500
0.0554991,2836.93,647.617,222,naive,Decking-Fixture--rotated_outline_mesh0_z14500
0.0168741,2847.72,647.933,225,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z14700
0.054914,2847.72,647.933,225,naive,Decking-Fixture--rotated_outline_mesh0_z14700
0.018012,2858.33,648.368,246,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z14900
0.0669351,2858.33,648.368,246,naive,Decking-Fixture--rotated_outline_mesh0_z14900
0.0180142,3195.58,582.749,207,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z1500
0.0907018,3195.58,582.749,207,naive,Decking-Fixture--rotated_outline_mesh0_z1500
0.0166991,2761.92,695.046,278,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z15100
0.0632291,2761.92,695.046,278,naive,Decking-Fixture--rotated_outline_mesh0_z15100
0.020479,2772.63,695.652,280,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z15300
0.065779,2772.63,695.652,280,naive,Decking-Fixture--rotated_outline_mesh0_z15300
0.020225,2785.09,696.255,269,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z15500
0.06459,2785.09,696.255,269,naive,Decking-Fixture--rotated_outline_mesh0_z15500
0.0204849,2802.48,696.974,277,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z15700
0.067704,2802.48,696.974,277,naive,Decking-Fixture--rotated_outline_mesh0_z15700
0.020287,2824.02,697.868,275,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z15900
0.0691092,2824.02,697.868,275,naive,Decking-Fixture--rotated_outline_mesh0_z15900
0.020612,2857.79,699.14,282,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z16100
0.0692811,2857.79,699.14,282,naive,Decking-Fixture--rotated_outline_mesh0_z16100
0.0336561,2928.25,630.442,280,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z16300
0.110662,2928.25,630.442,280,naive,Decking-Fixture--rotated_outline_mesh0_z16300
0.023046,2925.28,629.586,279,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z16500
0.120647,2925.28,629.586,279,naive,Decking-Fixture--rotated_outline_mesh0_z16500
0.0226209,2921.49,629.078,275,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z16700
0.116915,2921.49,629.078,275,naive,Decking-Fixture--rotated_outline_mesh0_z16700
0.031981,2917.67,628.728,268,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z16900
0.109044,2917.67,628.728,268,naive,Decking-Fixture--rotated_outline_mesh0_z16900
0.0253351,3242.29,582.22,204,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z1700
0.088244,3242.29,582.22,204,naive,Decking-Fixture--rotated_outline_mesh0_z1700
0.022135,2913.29,628.503,264,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z17100
0.119554,2913.29,628.503,264,naive,Decking-Fixture--rotated_outline_mesh0_z17100
0.0223551,2895.63,669.584,280,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z17300
0.117314,2895.63,669.584,280,naive,Decking-Fixture--rotated_outline_mesh0_z17300
0.0222659,2863.71,657.977,278,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z17500
0.116167,2863.71,657.977,278,naive,Decking-Fixture--rotated_outline_mesh0_z17500
0.0316241,2844.91,652.16,276,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z17700
0.118229,2844.91,652.16,276,naive,Decking-Fixture--rotated_outline_mesh0_z17700
0.0217721,2830.1,648.173,277,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z17900
0.114581,2830.1,648.173,277,naive,Decking-Fixture--rotated_outline_mesh0_z17900
0.0222671,2817.3,645.235,282,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z18100
0.116436,2817.3,645.235,282,naive,Decking-Fixture--rotated_outline_mesh0_z18100
0.0318699,2806.06,643.052,276,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z18300
0.107028,2806.06,643.052,276,naive,Decking-Fixture--rotated_outline_mesh0_z18300
0.0318542,2796.25,641.49,276,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z18500
0.122092,2796.25,641.49,276,naive,Decking-Fixture--rotated_outline_mesh0_z18500
0.021718,2787.65,640.452,276,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z18700
0.115433,2787.65,640.452,276,naive,Decking-Fixture--rotated_outline_mesh0_z18700
0.021899,2779.8,639.824,273,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z18900
0.113828,2779.8,639.824,273,naive,Decking-Fixture--rotated_outline_mesh0_z18900
0.018147,3287.13,581.592,208,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z1900
0.0908718,3287.13,581.592,208,naive,Decking-Fixture--rotated_outline_mesh0_z1900
0.022193,2775.67,639.711,283,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z19100
0.121771,2775.67,639.711,283,naive,Decking-Fixture--rotated_outline_mesh0_z19100
0.021848,2780.19,640.004,278,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z19300
0.108431,2780.19,640.004,278,naive,Decking-Fixture--rotated_outline_mesh0_z19300
0.020941,2785.75,640.685,282,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z19500
0.111621,2785.75,640.685,282,naive,Decking-Fixture--rotated_outline_mesh0_z19500
0.031085,2793.04,642.02,277,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z19700
0.102944,2793.04,642.02,277,naive,Decking-Fixture--rotated_outline_mesh0_z19700
0.021379,2801.1,643.795,277,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z19900
0.112103,2801.1,643.795,277,naive,Decking-Fixture--rotated_outline_mesh0_z19900
0.0252011,2810.82,646.302,273,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z20100
0.112311,2810.82,646.302,273,naive,Decking-Fixture--rotated_outline_mesh0_z20100
0.032084,2821.66,649.531,279,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z20300
0.104808,2821.66,649.531,279,naive,Decking-Fixture--rotated_outline_mesh0_z20300
0.022135,2833.01,654.142,286,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z20500
0.109816,2833.01,654.142,286,naive,Decking-Fixture--rotated_outline_mesh0_z20500
0.0322871,2850.33,661.374,284,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z20700
0.10548,2850.33,661.374,284,naive,Decking-Fixture--rotated_outline_mesh0_z20700
0.017997,2881.24,627.259,258,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z20900
0.102605,2881.24,627.259,258,naive,Decking-Fixture--rotated_outline_mesh0_z20900
0.0179222,3331.57,580.929,210,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z2100
0.101336,3331.57,580.929,210,naive,Decking-Fixture--rotated_outline_mesh0_z2100
0.0318801,2880.87,626.933,256,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z21100
0.102376,2880.87,626.933,256,naive,Decking-Fixture--rotated_outline_mesh0_z21100
0.0223529,2875.42,626.702,265,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z21300
0.111948,2875.42,626.702,265,naive,Decking-Fixture--rotated_outline_mesh0_z21300
0.0312259,2868.21,626.385,261,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z21500
0.108811,2868.21,626.385,261,naive,Decking-Fixture--rotated_outline_mesh0_z21500
0.0317249,2860.72,626.024,261,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z21700
0.099617,2860.72,626.024,261,naive,Decking-Fixture--rotated_outline_mesh0_z21700
0.0220089,2852.91,625.536,262,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z21900
0.111063,2852.91,625.536,262,naive,Decking-Fixture--rotated_outline_mesh0_z21900
0.021729,2839.49,625.167,268,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z22100
0.110671,2839.49,625.167,268,naive,Decking-Fixture--rotated_outline_mesh0_z22100
0.0312669,2824.73,624.662,257,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z22300
0.0957911,2824.73,624.662,257,naive,Decking-Fixture--rotated_outline_mesh0_z22300
0.0213571,2808.57,624.011,260,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z22500
0.113743,2808.57,624.011,260,naive,Decking-Fixture--rotated_outline_mesh0_z22500
0.021193,2790.08,623.309,260,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z22700
0.104849,2790.08,623.309,260,naive,Decking-Fixture--rotated_outline_mesh0_z22700
0.0213161,2765.83,622.667,263,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z22900
0.0958321,2765.83,622.667,263,naive,Decking-Fixture--rotated_outline_mesh0_z22900
0.0183661,3364.87,580.552,209,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z2300
0.0949552,3364.87,580.552,209,naive,Decking-Fixture--rotated_outline_mesh0_z2300
0.020752,2820.83,586.659,250,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z23100
0.112391,2820.83,586.659,250,naive,Decking-Fixture--rotated_outline_mesh0_z23100
0.0201159,2792.94,585.518,234,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z23300
0.1095,2792.94,585.518,234,naive,Decking-Fixture--rotated_outline_mesh0_z23300
0.0284131,2753.71,585.687,228,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z23500
0.0843389,2753.71,585.687,228,naive,Decking-Fixture--rotated_outline_mesh0_z23500
0.01792,2709.99,586.287,199,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z23700
0.083092,2709.99,586.287,199,naive,Decking-Fixture--rotated_outline_mesh0_z23700
0.0179572,2662.41,586.812,205,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z23900
0.0811801,2662.41,586.812,205,naive,Decking-Fixture--rotated_outline_mesh0_z23900
0.017761,2597.78,587.543,210,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z24100
0.0717092,2597.78,587.543,210,naive,Decking-Fixture--rotated_outline_mesh0_z24100
0.016891,2525.86,588.173,199,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z24300
0.074615,2525.86,588.173,199,naive,Decking-Fixture--rotated_outline_mesh0_z24300
0.0167911,2439.48,588.801,207,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z24500
0.071876,2439.48,588.801,207,naive,Decking-Fixture--rotated_outline_mesh0_z24500
0.0166991,2329.91,589.562,197,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z24700
0.0608411,2329.91,589.562,197,naive,Decking-Fixture--rotated_outline_mesh0_z24700
0.0163231,2198.21,590.883,204,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z24900
0.0611641,2198.21,590.883,204,naive,Decking-Fixture--rotated_outline_mesh0_z24900
0.018647,3396.68,580.07,209,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z2500
0.0960259,3396.68,580.07,209,naive,Decking-Fixture--rotated_outline_mesh0_z2500
0.0158398,2019.53,593.116,200,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z25100
0.0526218,2019.53,593.116,200,naive,Decking-Fixture--rotated_outline_mesh0_z25100
0.0108922,1737.09,597.374,192,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z25300
0.041806,1737.09,597.374,192,naive,Decking-Fixture--rotated_outline_mesh0_z25300
0.0270221,3428.56,579.556,215,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z2700
0.0991609,3428.56,579.556,215,naive,Decking-Fixture--rotated_outline_mesh0_z2700
0.0295942,3455.4,579.081,214,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z2900
0.099725,3455.4,579.081,214,naive,Decking-Fixture--rotated_outline_mesh0_z2900
0.016391,2494.73,589.384,220,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z300
0.0561402,2494.73,589.384,220,naive,Decking-Fixture--rotated_outline_mesh0_z300
0.022891,3477.95,578.82,211,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z3100
0.0903139,3477.95,578.82,211,naive,Decking-Fixture--rotated_outline_mesh0_z3100
0.0193281,3499.82,578.46,213,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z3300
0.109743,3499.82,578.46,213,naive,Decking-Fixture--rotated_outline_mesh0_z3300
0.019877,3521.25,578.062,214,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z3500
0.102771,3521.25,578.062,214,naive,Decking-Fixture--rotated_outline_mesh0_z3500
0.0196459,3535.85,577.856,220,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z3700
0.109683,3535.85,577.856,220,naive,Decking-Fixture--rotated_outline_mesh0_z3700
0.0190349,3549.94,577.663,213,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z3900
0.113612,3549.94,577.663,213,naive,Decking-Fixture--rotated_outline_mesh0_z3900
0.019496,3563.98,577.474,212,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z4100
0.117523,3563.98,577.474,212,naive,Decking-Fixture--rotated_outline_mesh0_z4100
0.0191801,3576.92,577.293,216,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z4300
0.11655,3576.92,577.293,216,naive,Decking-Fixture--rotated_outline_mesh0_z4300
0.0195842,3583.39,577.277,222,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z4500
0.102743,3583.39,577.277,222,naive,Decking-Fixture--rotated_outline_mesh0_z4500
0.0196421,3589.18,577.259,220,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z4700
0.102876,3589.18,577.259,220,naive,Decking-Fixture--rotated_outline_mesh0_z4700
0.0260229,3595.31,577.238,217,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z4900
0.0969601,3595.31,577.238,217,naive,Decking-Fixture--rotated_outline_mesh0_z4900
0.016923,2692.57,587.029,204,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z500
0.057853,2692.57,587.029,204,naive,Decking-Fixture--rotated_outline_mesh0_z500
0.0194631,3600.93,577.222,215,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z5100
0.116915,3600.93,577.222,215,naive,Decking-Fixture--rotated_outline_mesh0_z5100
0.0191879,3603.67,577.295,215,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z5300
0.11598,3603.67,577.295,215,naive,Decking-Fixture--rotated_outline_mesh0_z5300
0.0193269,3605.35,577.356,217,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z5500
0.11211,3605.35,577.356,217,naive,Decking-Fixture--rotated_outline_mesh0_z5500
0.0189002,3607.23,577.404,218,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z5700
0.109321,3607.23,577.404,218,naive,Decking-Fixture--rotated_outline_mesh0_z5700
0.029783,3608.67,577.444,217,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z5900
0.107287,3608.67,577.444,217,naive,Decking-Fixture--rotated_outline_mesh0_z5900
0.0197091,3610.61,577.48,218,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z6100
0.114933,3610.61,577.48,218,naive,Decking-Fixture--rotated_outline_mesh0_z6100
0.0191369,3612.25,577.515,216,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z6300
0.116898,3612.25,577.515,216,naive,Decking-Fixture--rotated_outline_mesh0_z6300
0.0194061,3613.36,577.56,215,InwardDistributed,Decking-Fixture--rotated_outline_mesh0_z6500
